Year,P&L Line,Geography,Operating Unit,Global Categories,Mapping,USD (Millions),Local Currency (Millions)
2021,Industry Volume Final,Thailand,ASP OU,Packaged Water,12,838.4907,838.4907
2021,Industry Volume Final,Indonesia,ASP OU,Packaged Water,12,1419.7250,1419.7250
2021,Industry Volume Final,Philippines,ASP OU,Packaged Water,12,283.3669,283.3669
2021,Industry Volume Final,Viet Nam,ASP OU,Packaged Water,12,175.4692,175.4692
2021,Industry Volume Final,ASP OU,ASP OU,Enhanced Water Beverages,12,10.2889,10.2889
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,Enhanced Water Beverages,12,3.0700,3.0700
2021,Industry Volume Final,Thailand,ASP OU,Enhanced Water Beverages,12,2.3113,2.3113
2021,Industry Volume Final,Indonesia,ASP OU,Enhanced Water Beverages,12,2.3274,2.3274
2021,Industry Volume Final,Philippines,ASP OU,Enhanced Water Beverages,12,1.3537,1.3537
2021,Industry Volume Final,Viet Nam,ASP OU,Enhanced Water Beverages,12,1.2264,1.2264
2021,Industry Volume Final,ASP OU,ASP OU,Advanced Hydration,12,170.1394,170.1394
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,Advanced Hydration,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,Advanced Hydration,12,21.6200,21.6200
2021,Industry Volume Final,Thailand,ASP OU,Advanced Hydration,12,27.7770,27.7770
2021,Industry Volume Final,Indonesia,ASP OU,Advanced Hydration,12,93.3497,93.3497
2021,Industry Volume Final,Philippines,ASP OU,Advanced Hydration,12,14.0600,14.0600
2021,Industry Volume Final,Viet Nam,ASP OU,Advanced Hydration,12,13.3327,13.3327
2021,Industry Volume Final,ASP OU,ASP OU,RTD Coffee,12,94.4098,94.4098
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,RTD Coffee,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,RTD Coffee,12,27.5682,27.5682
2021,Industry Volume Final,Thailand,ASP OU,RTD Coffee,12,28.8502,28.8502
2021,Industry Volume Final,Indonesia,ASP OU,RTD Coffee,12,33.7336,33.7336
2021,Industry Volume Final,Philippines,ASP OU,RTD Coffee,12,2.1033,2.1033
2021,Industry Volume Final,Viet Nam,ASP OU,RTD Coffee,12,2.1546,2.1546
2021,Industry Volume Final,ASP OU,ASP OU,Tea,12,526.5730,526.5730
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,Tea,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,Tea,12,11.6500,11.6500
2021,Industry Volume Final,Thailand,ASP OU,Tea,12,63.1800,63.1800
2021,Industry Volume Final,Indonesia,ASP OU,Tea,12,347.2600,347.2600
2021,Industry Volume Final,Philippines,ASP OU,Tea,12,26.3600,26.3600
2021,Industry Volume Final,Viet Nam,ASP OU,Tea,12,78.1230,78.1230
2021,Industry Volume Final,ASP OU,ASP OU,Juice Drinks,12,347.8796,347.8796
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,Juice Drinks,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,Juice Drinks,12,9.0200,9.0200
2021,Industry Volume Final,Thailand,ASP OU,Juice Drinks,12,30.5100,30.5100
2021,Industry Volume Final,Indonesia,ASP OU,Juice Drinks,12,168.1560,168.1560
2021,Industry Volume Final,Philippines,ASP OU,Juice Drinks,12,67.2300,67.2300
2021,Industry Volume Final,Viet Nam,ASP OU,Juice Drinks,12,72.9636,72.9636
2021,Industry Volume Final,ASP OU,ASP OU,Juices/Nectars,12,108.8876,108.8876
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,Juices/Nectars,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,Juices/Nectars,12,49.2900,49.2900
2021,Industry Volume Final,Thailand,ASP OU,Juices/Nectars,12,28.9400,28.9400
2021,Industry Volume Final,Indonesia,ASP OU,Juices/Nectars,12,13.4300,13.4300
2021,Industry Volume Final,Philippines,ASP OU,Juices/Nectars,12,16.7200,16.7200
2021,Industry Volume Final,Viet Nam,ASP OU,Juices/Nectars,12,0.5076,0.5076
2021,Industry Volume Final,ASP OU,ASP OU,Dairy Beverages,12,460.5747,460.5747
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,Dairy Beverages,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,Dairy Beverages,12,32.4400,32.4400
2021,Industry Volume Final,Thailand,ASP OU,Dairy Beverages,12,134.7271,134.7271
2021,Industry Volume Final,Indonesia,ASP OU,Dairy Beverages,12,181.4484,181.4484
2021,Industry Volume Final,Philippines,ASP OU,Dairy Beverages,12,51.2200,51.2200
2021,Industry Volume Final,Viet Nam,ASP OU,Dairy Beverages,12,60.7391,60.7391
2021,Industry Volume Final,ASP OU,ASP OU,Energy,12,307.4161,307.4161
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,Energy,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,Energy,12,37.8100,37.8100
2021,Industry Volume Final,Thailand,ASP OU,Energy,12,61.6600,61.6600
2021,Industry Volume Final,Indonesia,ASP OU,Energy,12,24.3500,24.3500
2021,Industry Volume Final,Philippines,ASP OU,Energy,12,29.7300,29.7300
2021,Industry Volume Final,Viet Nam,ASP OU,Energy,12,153.8661,153.8661
2021,Industry Volume Final,ASP OU,ASP OU,Plant Based Beverages,12,173.2128,173.2128
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,Plant Based Beverages,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,Plant Based Beverages,12,16.3200,16.3200
2021,Industry Volume Final,Thailand,ASP OU,Plant Based Beverages,12,94.9600,94.9600
2021,Industry Volume Final,Indonesia,ASP OU,Plant Based Beverages,12,14.0200,14.0200
2021,Industry Volume Final,Philippines,ASP OU,Plant Based Beverages,12,8.4100,8.4100
2021,Industry Volume Final,Viet Nam,ASP OU,Plant Based Beverages,12,39.5028,39.5028
2021,Industry Volume Final,ASP OU,ASP OU,Other Alcoholic Beverages,12,72.8814,72.8814
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,Other Alcoholic Beverages,12,59.8985,59.8985
2021,Industry Volume Final,Thailand,ASP OU,Other Alcoholic Beverages,12,10.9812,10.9812
2021,Industry Volume Final,Indonesia,ASP OU,Other Alcoholic Beverages,12,0.3398,0.3398
2021,Industry Volume Final,Philippines,ASP OU,Other Alcoholic Beverages,12,1.5727,1.5727
2021,Industry Volume Final,Viet Nam,ASP OU,Other Alcoholic Beverages,12,0.0893,0.0893
2021,Industry Volume Final,ASP OU,ASP OU,NRTD Coffee,12,0.0000,0.0000
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,NRTD Coffee,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,NRTD Coffee,12,0.0000,0.0000
2021,Industry Volume Final,Thailand,ASP OU,NRTD Coffee,12,0.0000,0.0000
2021,Industry Volume Final,Indonesia,ASP OU,NRTD Coffee,12,0.0000,0.0000
2021,Industry Volume Final,Philippines,ASP OU,NRTD Coffee,12,0.0000,0.0000
2021,Industry Volume Final,Viet Nam,ASP OU,NRTD Coffee,12,0.0000,0.0000
2021,Industry Volume Final,ASP OU,ASP OU,Tea,12,0.0000,0.0000
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,Tea,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,Tea,12,0.0000,0.0000
2021,Industry Volume Final,Thailand,ASP OU,Tea,12,0.0000,0.0000
2021,Industry Volume Final,Indonesia,ASP OU,Tea,12,0.0000,0.0000
2021,Industry Volume Final,Philippines,ASP OU,Tea,12,0.0000,0.0000
2021,Industry Volume Final,Viet Nam,ASP OU,Tea,12,0.0000,0.0000
2021,Industry Volume Final,ASP OU,ASP OU,Prepared Coffee,12,0.0000,0.0000
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,Prepared Coffee,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,Prepared Coffee,12,0.0000,0.0000
2021,Industry Volume Final,Thailand,ASP OU,Prepared Coffee,12,0.0000,0.0000
2021,Industry Volume Final,Indonesia,ASP OU,Prepared Coffee,12,0.0000,0.0000
2021,Industry Volume Final,Philippines,ASP OU,Prepared Coffee,12,0.0000,0.0000
2021,Industry Volume Final,Viet Nam,ASP OU,Prepared Coffee,12,0.0000,0.0000
2021,Industry Volume Final,ASP OU,ASP OU,Other Categories,12,0.0000,0.0000
2021,Industry Volume Final,ASPOU Non-T40,ASP OU,Other Categories,12,0.0000,0.0000
2021,Industry Volume Final,Australia,ASP OU,Other Categories,12,0.0000,0.0000
2021,Industry Volume Final,Thailand,ASP OU,Other Categories,12,0.0000,0.0000
2021,Industry Volume Final,Indonesia,ASP OU,Other Categories,12,0.0000,0.0000
2021,Industry Volume Final,Philippines,ASP OU,Other Categories,12,0.0000,0.0000
2021,Industry Volume Final,Viet Nam,ASP OU,Other Categories,12,0.0000,0.0000
2022,Industry Volume Final,ASP OU,ASP OU,Total Category,12,7857.9274,7857.9274
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Total Category,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Total Category,12,894.9218,894.9218
2022,Industry Volume Final,Thailand,ASP OU,Total Category,12,1994.8742,1994.8742
2022,Industry Volume Final,Indonesia,ASP OU,Total Category,12,2573.4405,2573.4405
2022,Industry Volume Final,Philippines,ASP OU,Total Category,12,1421.7578,1421.7578
2022,Industry Volume Final,Viet Nam,ASP OU,Total Category,12,972.9332,972.9332
2022,Industry Volume Final,ASP OU,ASP OU,Coca-Cola,12,1305.1131,1305.1131
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Coca-Cola,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Coca-Cola,12,237.9714,237.9714
2022,Industry Volume Final,Thailand,ASP OU,Coca-Cola,12,404.9044,404.9044
2022,Industry Volume Final,Indonesia,ASP OU,Coca-Cola,12,33.9137,33.9137
2022,Industry Volume Final,Philippines,ASP OU,Coca-Cola,12,495.5659,495.5659
2022,Industry Volume Final,Viet Nam,ASP OU,Coca-Cola,12,132.7577,132.7577
2022,Industry Volume Final,ASP OU,ASP OU,Sparkling Flavors,12,817.4716,817.4716
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Sparkling Flavors,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Sparkling Flavors,12,142.3900,142.3900
2022,Industry Volume Final,Thailand,ASP OU,Sparkling Flavors,12,161.0050,161.0050
2022,Industry Volume Final,Indonesia,ASP OU,Sparkling Flavors,12,113.3358,113.3358
2022,Industry Volume Final,Philippines,ASP OU,Sparkling Flavors,12,323.9910,323.9910
2022,Industry Volume Final,Viet Nam,ASP OU,Sparkling Flavors,12,76.7499,76.7499
2022,Industry Volume Final,ASP OU,ASP OU,Packaged Water,12,3268.2967,3268.2967
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Packaged Water,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Packaged Water,12,232.7634,232.7634
2022,Industry Volume Final,Thailand,ASP OU,Packaged Water,12,925.9401,925.9401
2022,Industry Volume Final,Indonesia,ASP OU,Packaged Water,12,1500.9910,1500.9910
2022,Industry Volume Final,Philippines,ASP OU,Packaged Water,12,365.6943,365.6943
2022,Industry Volume Final,Viet Nam,ASP OU,Packaged Water,12,242.9080,242.9080
2022,Industry Volume Final,ASP OU,ASP OU,Enhanced Water Beverages,12,10.9403,10.9403
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Enhanced Water Beverages,12,3.3310,3.3310
2022,Industry Volume Final,Thailand,ASP OU,Enhanced Water Beverages,12,2.3992,2.3992
2022,Industry Volume Final,Indonesia,ASP OU,Enhanced Water Beverages,12,2.3844,2.3844
2022,Industry Volume Final,Philippines,ASP OU,Enhanced Water Beverages,12,1.5309,1.5309
2022,Industry Volume Final,Viet Nam,ASP OU,Enhanced Water Beverages,12,1.2949,1.2949
2022,Industry Volume Final,ASP OU,ASP OU,Advanced Hydration,12,187.9900,187.9900
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Advanced Hydration,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Advanced Hydration,12,24.8198,24.8198
2022,Industry Volume Final,Thailand,ASP OU,Advanced Hydration,12,28.3540,28.3540
2022,Industry Volume Final,Indonesia,ASP OU,Advanced Hydration,12,93.8435,93.8435
2022,Industry Volume Final,Philippines,ASP OU,Advanced Hydration,12,19.1024,19.1024
2022,Industry Volume Final,Viet Nam,ASP OU,Advanced Hydration,12,21.8703,21.8703
2022,Industry Volume Final,ASP OU,ASP OU,RTD Coffee,12,98.9161,98.9161
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,RTD Coffee,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,RTD Coffee,12,28.3932,28.3932
2022,Industry Volume Final,Thailand,ASP OU,RTD Coffee,12,30.8976,30.8976
2022,Industry Volume Final,Indonesia,ASP OU,RTD Coffee,12,34.8802,34.8802
2022,Industry Volume Final,Philippines,ASP OU,RTD Coffee,12,2.2713,2.2713
2022,Industry Volume Final,Viet Nam,ASP OU,RTD Coffee,12,2.4738,2.4738
2022,Industry Volume Final,ASP OU,ASP OU,Tea,12,595.9369,595.9369
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Tea,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Tea,12,12.1500,12.1500
2022,Industry Volume Final,Thailand,ASP OU,Tea,12,74.4272,74.4272
2022,Industry Volume Final,Indonesia,ASP OU,Tea,12,363.7817,363.7817
2022,Industry Volume Final,Philippines,ASP OU,Tea,12,40.5782,40.5782
2022,Industry Volume Final,Viet Nam,ASP OU,Tea,12,104.9998,104.9998
2022,Industry Volume Final,ASP OU,ASP OU,Juice Drinks,12,360.1866,360.1866
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Juice Drinks,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Juice Drinks,12,9.3962,9.3962
2022,Industry Volume Final,Thailand,ASP OU,Juice Drinks,12,31.7162,31.7162
2022,Industry Volume Final,Indonesia,ASP OU,Juice Drinks,12,167.3294,167.3294
2022,Industry Volume Final,Philippines,ASP OU,Juice Drinks,12,64.8196,64.8196
2022,Industry Volume Final,Viet Nam,ASP OU,Juice Drinks,12,86.9252,86.9252
2022,Industry Volume Final,ASP OU,ASP OU,Juices/Nectars,12,114.8256,114.8256
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Juices/Nectars,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Juices/Nectars,12,53.6275,53.6275
2022,Industry Volume Final,Thailand,ASP OU,Juices/Nectars,12,30.1265,30.1265
2022,Industry Volume Final,Indonesia,ASP OU,Juices/Nectars,12,13.4715,13.4715
2022,Industry Volume Final,Philippines,ASP OU,Juices/Nectars,12,17.0410,17.0410
2022,Industry Volume Final,Viet Nam,ASP OU,Juices/Nectars,12,0.5590,0.5590
2022,Industry Volume Final,ASP OU,ASP OU,Dairy Beverages,12,499.8313,499.8313
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Dairy Beverages,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Dairy Beverages,12,32.4908,32.4908
2022,Industry Volume Final,Thailand,ASP OU,Dairy Beverages,12,138.6536,138.6536
2022,Industry Volume Final,Indonesia,ASP OU,Dairy Beverages,12,207.7497,207.7497
2022,Industry Volume Final,Philippines,ASP OU,Dairy Beverages,12,43.0850,43.0850
2022,Industry Volume Final,Viet Nam,ASP OU,Dairy Beverages,12,77.8522,77.8522
2022,Industry Volume Final,ASP OU,ASP OU,Energy,12,349.7891,349.7891
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Energy,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Energy,12,39.2800,39.2800
2022,Industry Volume Final,Thailand,ASP OU,Energy,12,63.0637,63.0637
2022,Industry Volume Final,Indonesia,ASP OU,Energy,12,26.8104,26.8104
2022,Industry Volume Final,Philippines,ASP OU,Energy,12,36.4739,36.4739
2022,Industry Volume Final,Viet Nam,ASP OU,Energy,12,184.1611,184.1611
2022,Industry Volume Final,ASP OU,ASP OU,Plant Based Beverages,12,173.9105,173.9105
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Plant Based Beverages,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Plant Based Beverages,12,17.3200,17.3200
2022,Industry Volume Final,Thailand,ASP OU,Plant Based Beverages,12,92.1037,92.1037
2022,Industry Volume Final,Indonesia,ASP OU,Plant Based Beverages,12,14.5135,14.5135
2022,Industry Volume Final,Philippines,ASP OU,Plant Based Beverages,12,9.6853,9.6853
2022,Industry Volume Final,Viet Nam,ASP OU,Plant Based Beverages,12,40.2880,40.2880
2022,Industry Volume Final,ASP OU,ASP OU,Other Alcoholic Beverages,12,74.7195,74.7195
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Other Alcoholic Beverages,12,60.9886,60.9886
2022,Industry Volume Final,Thailand,ASP OU,Other Alcoholic Beverages,12,11.2830,11.2830
2022,Industry Volume Final,Indonesia,ASP OU,Other Alcoholic Beverages,12,0.4358,0.4358
2022,Industry Volume Final,Philippines,ASP OU,Other Alcoholic Beverages,12,1.9189,1.9189
2022,Industry Volume Final,Viet Nam,ASP OU,Other Alcoholic Beverages,12,0.0932,0.0932
2022,Industry Volume Final,ASP OU,ASP OU,NRTD Coffee,12,0.0000,0.0000
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,NRTD Coffee,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,NRTD Coffee,12,0.0000,0.0000
2022,Industry Volume Final,Thailand,ASP OU,NRTD Coffee,12,0.0000,0.0000
2022,Industry Volume Final,Indonesia,ASP OU,NRTD Coffee,12,0.0000,0.0000
2022,Industry Volume Final,Philippines,ASP OU,NRTD Coffee,12,0.0000,0.0000
2022,Industry Volume Final,Viet Nam,ASP OU,NRTD Coffee,12,0.0000,0.0000
2022,Industry Volume Final,ASP OU,ASP OU,Tea,12,0.0000,0.0000
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Tea,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Tea,12,0.0000,0.0000
2022,Industry Volume Final,Thailand,ASP OU,Tea,12,0.0000,0.0000
2022,Industry Volume Final,Indonesia,ASP OU,Tea,12,0.0000,0.0000
2022,Industry Volume Final,Philippines,ASP OU,Tea,12,0.0000,0.0000
2022,Industry Volume Final,Viet Nam,ASP OU,Tea,12,0.0000,0.0000
2022,Industry Volume Final,ASP OU,ASP OU,Prepared Coffee,12,0.0000,0.0000
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Prepared Coffee,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Prepared Coffee,12,0.0000,0.0000
2022,Industry Volume Final,Thailand,ASP OU,Prepared Coffee,12,0.0000,0.0000
2022,Industry Volume Final,Indonesia,ASP OU,Prepared Coffee,12,0.0000,0.0000
2022,Industry Volume Final,Philippines,ASP OU,Prepared Coffee,12,0.0000,0.0000
2022,Industry Volume Final,Viet Nam,ASP OU,Prepared Coffee,12,0.0000,0.0000
2022,Industry Volume Final,ASP OU,ASP OU,Other Categories,12,0.0000,0.0000
2022,Industry Volume Final,ASPOU Non-T40,ASP OU,Other Categories,12,0.0000,0.0000
2022,Industry Volume Final,Australia,ASP OU,Other Categories,12,0.0000,0.0000
2022,Industry Volume Final,Thailand,ASP OU,Other Categories,12,0.0000,0.0000
2022,Industry Volume Final,Indonesia,ASP OU,Other Categories,12,0.0000,0.0000
2022,Industry Volume Final,Philippines,ASP OU,Other Categories,12,0.0000,0.0000
2022,Industry Volume Final,Viet Nam,ASP OU,Other Categories,12,0.0000,0.0000
2023,Industry Volume Final,ASP OU,ASP OU,Total Category,12,8296.9036,8296.9036
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Total Category,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Total Category,12,916.0991,916.0991
2023,Industry Volume Final,Thailand,ASP OU,Total Category,12,2051.1723,2051.1723
2023,Industry Volume Final,Indonesia,ASP OU,Total Category,12,2798.7708,2798.7708
2023,Industry Volume Final,Philippines,ASP OU,Total Category,12,1506.2445,1506.2445
2023,Industry Volume Final,Viet Nam,ASP OU,Total Category,12,1024.6169,1024.6169
2023,Industry Volume Final,ASP OU,ASP OU,Coca-Cola,12,1365.7299,1365.7299
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Coca-Cola,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Coca-Cola,12,242.7870,242.7870
2023,Industry Volume Final,Thailand,ASP OU,Coca-Cola,12,414.5360,414.5360
2023,Industry Volume Final,Indonesia,ASP OU,Coca-Cola,12,43.1695,43.1695
2023,Industry Volume Final,Philippines,ASP OU,Coca-Cola,12,523.3639,523.3639
2023,Industry Volume Final,Viet Nam,ASP OU,Coca-Cola,12,141.8735,141.8735
2023,Industry Volume Final,ASP OU,ASP OU,Sparkling Flavors,12,869.7544,869.7544
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Sparkling Flavors,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Sparkling Flavors,12,147.8319,147.8319
2023,Industry Volume Final,Thailand,ASP OU,Sparkling Flavors,12,167.0056,167.0056
2023,Industry Volume Final,Indonesia,ASP OU,Sparkling Flavors,12,130.4261,130.4261
2023,Industry Volume Final,Philippines,ASP OU,Sparkling Flavors,12,341.9079,341.9079
2023,Industry Volume Final,Viet Nam,ASP OU,Sparkling Flavors,12,82.5829,82.5829
2023,Industry Volume Final,ASP OU,ASP OU,Packaged Water,12,3423.2452,3423.2452
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Packaged Water,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Packaged Water,12,237.3937,237.3937
2023,Industry Volume Final,Thailand,ASP OU,Packaged Water,12,934.4589,934.4589
2023,Industry Volume Final,Indonesia,ASP OU,Packaged Water,12,1598.5554,1598.5554
2023,Industry Volume Final,Philippines,ASP OU,Packaged Water,12,397.5895,397.5895
2023,Industry Volume Final,Viet Nam,ASP OU,Packaged Water,12,255.2477,255.2477
2023,Industry Volume Final,ASP OU,ASP OU,Enhanced Water Beverages,12,13.6654,13.6654
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Enhanced Water Beverages,12,3.7640,3.7640
2023,Industry Volume Final,Thailand,ASP OU,Enhanced Water Beverages,12,4.1163,4.1163
2023,Industry Volume Final,Indonesia,ASP OU,Enhanced Water Beverages,12,2.9152,2.9152
2023,Industry Volume Final,Philippines,ASP OU,Enhanced Water Beverages,12,1.5491,1.5491
2023,Industry Volume Final,Viet Nam,ASP OU,Enhanced Water Beverages,12,1.3208,1.3208
2023,Industry Volume Final,ASP OU,ASP OU,Advanced Hydration,12,193.4455,193.4455
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Advanced Hydration,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Advanced Hydration,12,25.5892,25.5892
2023,Industry Volume Final,Thailand,ASP OU,Advanced Hydration,12,29.7717,29.7717
2023,Industry Volume Final,Indonesia,ASP OU,Advanced Hydration,12,96.8309,96.8309
2023,Industry Volume Final,Philippines,ASP OU,Advanced Hydration,12,18.8782,18.8782
2023,Industry Volume Final,Viet Nam,ASP OU,Advanced Hydration,12,22.3755,22.3755
2023,Industry Volume Final,ASP OU,ASP OU,RTD Coffee,12,105.8330,105.8330
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,RTD Coffee,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,RTD Coffee,12,29.2308,29.2308
2023,Industry Volume Final,Thailand,ASP OU,RTD Coffee,12,33.9873,33.9873
2023,Industry Volume Final,Indonesia,ASP OU,RTD Coffee,12,37.6845,37.6845
2023,Industry Volume Final,Philippines,ASP OU,RTD Coffee,12,2.3329,2.3329
2023,Industry Volume Final,Viet Nam,ASP OU,RTD Coffee,12,2.5975,2.5975
2023,Industry Volume Final,ASP OU,ASP OU,Tea,12,636.8628,636.8628
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Tea,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Tea,12,12.5145,12.5145
2023,Industry Volume Final,Thailand,ASP OU,Tea,12,85.5787,85.5787
2023,Industry Volume Final,Indonesia,ASP OU,Tea,12,384.1534,384.1534
2023,Industry Volume Final,Philippines,ASP OU,Tea,12,44.3664,44.3664
2023,Industry Volume Final,Viet Nam,ASP OU,Tea,12,110.2498,110.2498
2023,Industry Volume Final,ASP OU,ASP OU,Juice Drinks,12,406.5582,406.5582
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Juice Drinks,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Juice Drinks,12,9.1143,9.1143
2023,Industry Volume Final,Thailand,ASP OU,Juice Drinks,12,33.3718,33.3718
2023,Industry Volume Final,Indonesia,ASP OU,Juice Drinks,12,209.6116,209.6116
2023,Industry Volume Final,Philippines,ASP OU,Juice Drinks,12,66.4281,66.4281
2023,Industry Volume Final,Viet Nam,ASP OU,Juice Drinks,12,88.0324,88.0324
2023,Industry Volume Final,ASP OU,ASP OU,Juices/Nectars,12,116.2312,116.2312
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Juices/Nectars,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Juices/Nectars,12,54.7968,54.7968
2023,Industry Volume Final,Thailand,ASP OU,Juices/Nectars,12,28.2569,28.2569
2023,Industry Volume Final,Indonesia,ASP OU,Juices/Nectars,12,19.2450,19.2450
2023,Industry Volume Final,Philippines,ASP OU,Juices/Nectars,12,13.3175,13.3175
2023,Industry Volume Final,Viet Nam,ASP OU,Juices/Nectars,12,0.6149,0.6149
2023,Industry Volume Final,ASP OU,ASP OU,Dairy Beverages,12,538.7554,538.7554
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Dairy Beverages,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Dairy Beverages,12,32.8157,32.8157
2023,Industry Volume Final,Thailand,ASP OU,Dairy Beverages,12,145.5863,145.5863
2023,Industry Volume Final,Indonesia,ASP OU,Dairy Beverages,12,232.7209,232.7209
2023,Industry Volume Final,Philippines,ASP OU,Dairy Beverages,12,45.8332,45.8332
2023,Industry Volume Final,Viet Nam,ASP OU,Dairy Beverages,12,81.7993,81.7993
2023,Industry Volume Final,ASP OU,ASP OU,Energy,12,365.8622,365.8622
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Energy,12,0.0000,0.0000
2023,Industry Volume Final,Australia,ASP OU,Energy,12,41.0869,41.0869
2023,Industry Volume Final,Thailand,ASP OU,Energy,12,66.2169,66.2169
2023,Industry Volume Final,Indonesia,ASP OU,Energy,12,28.7890,28.7890
2023,Industry Volume Final,Philippines,ASP OU,Energy,12,36.4739,36.4739
2023,Industry Volume Final,Viet Nam,ASP OU,Energy,12,193.2955,193.2955
2023,Industry Volume Final,ASP OU,ASP OU,Plant Based Beverages,12,178.5127,178.5127
2023,Industry Volume Final,ASPOU Non-T40,ASP OU,Plant Based Beverages,12,0.0000,0.0000
